designation	obsid	ra	dec	snrg	subclass	teff	teff_err	feh_err	feh	logg_err	logg	spectral_type	quality
J045752.44+455322.9	1186605154	74.4685078	45.8897179	369.64	A1							Unclassifiable	
J045811.03+484736.7	1186616020	74.5459965	48.7935538	123.37	A3	12294.9	32.5	0.025	0.904	0.044	4.288	Unclassifiable	
J045837.74+322709.0	1205915120	74.6572874	32.4525103	88.16	A1	11644.8	31.21	0.026	0.833	0.044	4.08	B9.5 III  Si	good
J045930.18+334516.1	1185911222	74.8757616	33.7544798	68.55	A5							A0 III-IV  SrSiEu	good
J045953.26+402407.4	1208114211	74.9719491	40.402072	92.59	A1	11890.6	45.03	0.037	0.892	0.063	3.858	B7 V  Si	good
J050004.14+371107.2	842413061	75.0172914	37.1853536	199.18	A1							kB8hA1mA5  Si	
J050106.13+373125.1	842413036	75.2755717	37.5236525	182.48	A1	10206.8	40.08	0.027	0.67	0.052	3.692	B9 IV-V  Si	good
J050132.55+415904.9	257011212	75.385629	41.984719	63.11	A2	12214.7	38.31	0.033	0.564	0.054	4.031	B9.5 II-III  Si	vgood
J050233.37+433558.1	39206076	75.639083	43.599489	162.79	A2							B8 III-IV	vgood
J050325.32+334509.6	1205911245	75.8555311	33.7526723	128.7	A1							B9 V  Si	vgood
J050349.92+190602.6	266203213	75.958008	19.100726	52.93	A1	8843.53	63.01	0.054	0.128	0.09	3.796	A1 IV-V  SrSi	good
J050358.48+215151.4	805606181	75.993683	21.8643	557.65	A1							B4 V	good
J050428.78+215047.0	202203154	76.11992	21.846399	54.94	A7	7845.17	52.58	0.045	-0.027	0.075	3.92	kA6hA8mF0  SiEu	
J050451.10+331837.1	1185909100	76.2129309	33.3103241	61.93	A3	11748.2	41.91	0.036	0.873	0.06	3.97	A0 II  (Sr)Si	good
J050549.45+415619.9	1208116027	76.4560787	41.9388873	76.02	A3							B8 IV	good
J050639.32+221737.7	202204031	76.663852	22.293822	71.62	A6	8792.7	70.53	0.059	0.848	0.1	3.708	kA5hA6mF0  SiEu	
J050726.28+455635.7	1186608017	76.8595235	45.943271	135.61	A1	11681.4	27.3	0.021	0.647	0.037	4.07	B9 III-IV  Si	vgood
J050739.87+151255.7	1069908033	76.9161666	15.215475	110.28	A1	11039.7	45.3	0.036	0.581	0.062	3.602	B9.5 III  Si	good
J050818.62+454653.0	1186608115	77.0776122	45.7814068	187.96	A1	12089.9	27.39	0.018	0.825	0.035	4.118	B9.5 II-III  Si	vgood
J050854.46+305203.5	1185906013	77.2269307	30.8676633	67.91	A1	11947.2	56.75	0.048	0.779	0.08	3.748	B8 IV  Si	good
J050908.46+392322.2	405706035	77.285276	39.389501	65.01	A2	12261.6	49.11	0.042	0.676	0.07	4.007	A0 II  Si	vgood
J050912.96+314823.7	1205906031	77.304003	31.8065959	100.64	A5	12011.9	70.15	0.057	0.927	0.097	4.108	A1 II  SrSiEu	good
J050929.52+384638.5	1208105125	77.3730003	38.7773729	54.44	A1							kB9.5hA1mA3  Si	
J051015.66+304121.8	1205907121	77.5652885	30.6893985	271.61	A1	11334.9	35.98	0.02	0.552	0.044	3.725	kB8hF0mA6	
J051054.02+343924.9	116709033	77.725095	34.656935	56.7	A5	9606.58	63.35	0.054	0.943	0.09	3.903	A5 IV  SrSiEu	good
J051111.12+405559.1	1208115141	77.7963636	40.9330938	88.43	A1	12109	41.26	0.034	0.788	0.058	3.974	B8 IV  Si	vgood
J051210.18+311247.2	89402087	78.042458	31.213124	53.27	A5	8744.52	44.17	0.038	0.727	0.063	4.313	kA2hA4mA7  SiEu	
J051230.88+452201.9	1186607105	78.12869	45.3671946	128.72	A1	11602.9	34.67	0.026	0.678	0.047	3.788	B9.5 III  Si	vgood
J051309.07+413930.3	167503122	78.287828	41.658417	142.84	A1	9561.4	36.77	0.027	-0.083	0.049	3.531	A0 V  Si	vgood
J051313.97+423414.2	1208111158	78.3082185	42.5706265	74.59	A1	11467.5	50.15	0.042	0.683	0.071	4.032	kB9hA0mA2	
J051354.57+405038.0	1208115166	78.4773831	40.8439028	51.99	A1	11689.1	69.11	0.06	0.762	0.099	3.797	B9 III  Si	vgood
J051433.92+143740.8	843202072	78.6413545	14.6280183	134.36	A1	11678.5	38.55	0.029	0.749	0.052	4.219	B9 III-IV  Si	vgood
J051437.86+345431.8	1156702081	78.6577526	34.9088392	53.4	A1	12420.7	35.94	0.031	0.957	0.051	3.995	B8 IV	good
J051441.90+180725.1	843216101	78.6746078	18.1236528	115.93	A1	11487.5	24.3	0.019	0.37	0.033	3.739	Unclassifiable	
J051526.40+383302.1	1208107220	78.8600108	38.5506032	115.35	A1							B9.5 V  Si	good
J051646.04+373358.6	1171816162	79.1918437	37.5662799	66.29	A1	12106.9	35.46	0.03	0.761	0.05	4.087	B9 III  Si	vgood
J051745.74+353632.4	1189610211	79.4405963	35.6090276	227.8	A1	11206.5	18.5	0.011	0.243	0.023	3.735	B8 V  Si	vgood
J051755.89+384157.9	40515157	79.482899	38.699437	86.12	A1	11138.9	32.5	0.027	0.413	0.045	3.741	B8 V  Si	vgood
J051810.75+342342.0	1185502102	79.5448004	34.3950071	147.08	A1	10299.9	50.84	0.037	0.369	0.068	3.577	B9.5 III-IV  Si	vgood
J051819.94+371247.2	1171815108	79.5831039	37.2131243	70.02	A1							kB9.5hA1mA3  Si	
J051929.35+373421.7	1189615087	79.8723218	37.5726995	62.1	A1	10631.7	35.6	0.03	0.32	0.051	3.654	B9 IV-V  Si	good
J051934.43+363200.4	1147610162	79.8934958	36.5334455	149.91	A1	10663.6	44.97	0.033	0.543	0.06	3.665	B9 V  Si	vgood
J051944.13+345013.9	89411197	79.933875	34.837219	252.74	A2	12460.7	16.22	0.009	0.776	0.02	3.966	B8 III-IV	vgood
J051950.95+365214.8	43304129	79.962309	36.870805	67.13	F0	7409.73	111.57	0.095	0.153	0.158	3.65	kA3hA6mA9  SiEu	
J052042.28+361319.2	1187703040	80.1762052	36.2220171	51.45	A1	10929.7	47.07	0.041	0.398	0.067	3.93	B9.5 III-IV  Si	vgood
J052059.14+453336.3	307308232	80.2464236	45.560085	166.86	F0							kA6hA8mF0  SiEu	
J052108.98+521008.7	425710025	80.2874414	52.1690901	247.92	F0							A9 V  SrSiEu	good
J052212.07+365000.0	1145004250	80.5502919	36.8333365	444.56	A2							B8 III-IV  Si	good
J052214.21+560453.6	308101118	80.5592208	56.0815578	71.36	A5	7453.41	49.32	0.042	0.491	0.07	3.847	kA1hA5mF0  SiEu	
J052222.14+311110.8	1207110227	80.5922685	31.1863523	50.11	A1	11681.7	52.67	0.046	0.672	0.075	3.801	B9.5 III  Si	vgood
J052222.86+463358.8	525508145	80.595258	46.566345	65.07	A2	9254.93	44.82	0.038	-0.042	0.064	3.532	A0 V  Si	vgood
J052244.93+340438.8	1157801101	80.6872304	34.0774485	73.89	A5	11043.1	63.57	0.053	0.74	0.09	3.617	B9 IV  Si	good
J052256.19+361511.7	1158804039	80.7341658	36.2532674	65.42	A1	11704.4	52.58	0.045	0.575	0.075	3.759	B7 IV-V	good
J052301.62+274102.3	1204614243	80.7567549	27.6839929	87.64	A1	9448.56	59.82	0.049	0.529	0.084	3.519	kB9hA7mA5	
J052323.31+382959.7	1145711199	80.8471611	38.4999332	122.46	A1	11414.2	48.87	0.038	0.745	0.066	3.778	B8 IV-V  Si	vgood
J052355.82+351948.0	1147602050	80.982584	35.3300106	203.49	A1	10403.6	41.71	0.026	0.654	0.053	3.627	B9 V  Si	vgood
J052441.37+355627.7	1158304087	81.1723819	35.9410431	57.43	A1	11266.9	32.71	0.028	0.781	0.047	3.872	B9 III-IV  Si	fair
J052449.98+371112.5	1145715174	81.2082853	37.1868117	108.52	A1	11692.2	27.65	0.022	0.692	0.038	3.849	B9 III  Si	vgood
J052456.50+380338.9	1147616154	81.2354415	38.0608297	142.78	A1							Unclassifiable	
J052509.64+284448.3	258905097	81.290188	28.746755	90.6	A1	11749.4	28.17	0.023	0.219	0.039	3.893	F1 mB7 V Lam Boo	
J052511.72+054134.9	768411035	81.29885	5.6930363	96.79	F0	7722.66	152.39	0.124	0.413	0.211	3.641	A9 mA3 metal weak	
J052534.84+405841.7	42614104	81.395174	40.978277	169.44	A1							B8 III  Si	vgood
J052554.52+322715.4	89708056	81.477182	32.454296	89.69	A5							kA2hA9mF0  SiEu	
J052614.47+353454.2	1158308166	81.5603104	35.5817248	62.71	A0	11649.1	46.35	0.04	0.854	0.066	4.064	B9 III  Si	good
J052618.68+374030.1	1147515089	81.5778724	37.6750363	68.55	A1							B8 IV  Si	good
J052618.70+374029.9	1157809081	81.5779318	37.6749941	95.45	A1	12257	31.36	0.025	0.808	0.044	4.051	B6 V  Si	good
J052621.01+384140.6	1157811112	81.5875725	38.6946326	93.04	A1	11578	32.17	0.026	0.296	0.045	4.061	B8 V  Si	vgood
J052632.69+081512.5	208815023	81.636246	8.2534734	134.93	A2	12296.4	24.84	0.019	0.861	0.033	4.194	B8 III-IV  Si	vgood
J052634.55+180711.3	374511161	81.643986	18.119824	76.47	F0	6987.9	63.93	0.054	-0.439	0.09	3.96	kA3hA6mA8  Eu	
J052652.68+340109.5	1145001192	81.7195384	34.0193293	53.98	A5	12289.4	41.88	0.036	0.801	0.06	3.74	kA0hF2mG4	
J052714.18+365932.5	1187709170	81.8091074	36.992381	66.6	A2	11820.5	51.44	0.044	0.975	0.073	3.869	Unclassifiable	
J052721.16+371230.0	1145709046	81.8381871	37.2083601	82.83	A1	11870.2	54.77	0.045	0.986	0.077	3.818	B9 II-III  Si	good
J052729.66+411101.1	294313078	81.873618	41.183652	87.41	A5							kA3hA8mA9  SiEu	
J052737.25-065239.7	181208202	81.905239	-6.8777034	402.28	A1	10847.8	22.28	0.012	0.569	0.027	3.572	B8 IV-V  Si	vgood
J052747.75+383442.4	1143411140	81.9489714	38.5784586	249.19	A1	10640.1	29.41	0.017	0.392	0.036	3.585	B9 IV-V  Si	vgood
J052748.75+350903.6	1185508122	81.9531495	35.1510195	68.85	A1							Unclassifiable	
J052754.86+122738.4	257105083	81.9785981	12.4606869	116.36	A5							Unclassifiable	
J052804.18+344503.4	255007024	82.0174267	34.7509531	95.88	A1	11999.2	25.65	0.021	0.505	0.036	4.229	B7 V  Si	good
J052822.44+341417.9	1204407150	82.0935384	34.2383101	121.55	A1	11684.6	50.62	0.039	0.903	0.069	3.824	B9 IV  Si	vgood
J052840.37+342432.2	1145707138	82.1682306	34.4089688	98.77	A2	12001.1	48.79	0.039	0.999	0.068	3.961	A0 II  SrSiEu	vgood
J052840.39+352908.7	1147605124	82.1683203	35.4857509	338.33	A1	10447.5	53.24	0.029	0.636	0.066	3.589	B9 IV-V  Si	vgood
J052841.83+492655.9	253815155	82.1743181	49.4488883	90.77	F0							kA3hA7mF0  Si	
J052930.68+410751.0	294313087	82.377854	41.130859	74.75	A2	12142.6	28.02	0.024	0.761	0.039	3.987	B8 IV  Si	vgood
J053033.85+314346.9	1207103222	82.6410543	31.7297028	152.79	A1	12111.8	30.45	0.022	0.804	0.04	3.961	Unclassifiable	
J053102.91+351804.2	319903081	82.762128	35.301172	60.94	A2	9567	66.82	0.057	0.558	0.095	3.641	A0 IV  SrSi	good
J053113.41+312521.3	258909060	82.80589	31.422604	71.23	A5							kA0hA4mF0  SiEu	
J053131.37+361934.2	1158813084	82.8807494	36.3261853	161.54	A1	10884.1	33.35	0.024	0.457	0.044	3.518	B8 V  Si	good
J053134.00+433014.1	1089603034	82.891678	43.503937	94.07	A3							A1 IV  SrSiEu	good
J053143.89+364516.6	213606173	82.932897	36.754631	77.16	F0	7419.95	47.82	0.04	-0.115	0.067	4.041	kA6hA9mF0  SiEu	
J053150.01+401807.4	284211190	82.958397	40.302071	53.79	A1	11583.4	36.55	0.032	0.553	0.052	4.11	B9 III  Si	vgood
J053155.28+262212.9	1204504094	82.9803369	26.3702775	100.99	A2							kB9.5hA7mF5	
J053210.86+382849.7	42602004	83.045268	38.480486	100.45	A5	9017.87	99.13	0.08	0.994	0.137	4.168	A2 IV  SrSiEu	good
J053322.18+264908.8	1204504108	83.3424331	26.8191207	79.54	A1							B8 IV-V	good
J053322.92+403111.9	316411104	83.345528	40.51999	63.02	A5							kA2hA5mA8  SiEu	
J053339.39+340436.0	1207111063	83.4141333	34.0766719	71.15	A1	11921.4	37.1	0.031	0.779	0.052	4.069	Unclassifiable	
J053339.39+340435.9	978002244	83.414155	34.076666	68.93	A1	11423.8	37.75	0.032	0.325	0.053	3.886	B9 III  Si	good
J053348.07+415436.5	992716121	83.45032	41.910163	99.46	A2	9299.04	60	0.048	0.408	0.083	3.606	A0 V  Si	vgood
J053359.93+373623.6	1204412205	83.4997143	37.6065763	232.19	A1							B5 III	vgood
J053408.51+353426.9	1189606155	83.5354726	35.5741563	111	A3	12025.6	27.48	0.022	0.694	0.038	4.118	B9 III  Si	good
J053414.38+183758.4	258014148	83.559947	18.632889	63.39	A5							kA1hA3mA6  SiEu	
J053429.62+295404.9	948714210	83.6234178	29.901365	73.82	A5							kB7hB9mA0  Si	
J053439.93+441955.9	1089604156	83.666393	44.332207	70.76	A1	12140.9	52.22	0.044	0.982	0.074	3.787	B8 IV	good
J053453.83+441715.8	1089704156	83.724318	44.287744	52.75	A1	10544.1	51.24	0.044	0.698	0.073	3.696	A0 III-IV  Si	good
J053526.55+383707.9	286201073	83.8606425	38.6188714	135.2	A2							B5 III  Si	vgood
J053528.73+331340.2	105116066	83.869712	33.227855	51.79	A1	12087.8	43.17	0.037	0.778	0.062	4.003	B8 IV  Si	vgood
J053528.75+331339.9	1207109112	83.869793	33.2277692	119.39	A1	12176.4	32.5	0.025	0.795	0.044	3.954	B8 IV  Si	vgood
J053541.67+364103.6	1187713049	83.9236581	36.6843606	174.05	A1	11065	19.19	0.013	0.266	0.025	3.803	B9 III-IV  Si	good
J053545.72+332419.3	269303065	83.940506	33.405379	61.27	A2							B9 III  Si	good
J053556.11+383516.8	1147612071	83.9838297	38.5880088	86.02	A1	12426.6	33.36	0.028	0.668	0.047	4.167	B9.5 II-III  Si	vgood
J053556.14+233958.1	195114099	83.983956	23.666163	71.71	F0							A9 V  SrSiEu	good
J053614.24+382825.5	992701085	84.059361	38.47377	72.52	A1	10816.8	81.95	0.069	0.825	0.116	3.63	B9 V  Si	good
J053630.75+424006.2	424405090	84.128125	42.668391	59.06	A1	11413.9	40.85	0.035	0.723	0.058	3.578	B7 V  Si	good
J053640.93+243753.3	195116035	84.170575	24.631482	68.36	A2	11214.6	58.16	0.049	0.745	0.082	3.67	B9 IV  Si	vgood
J053648.70+240944.0	195116186	84.202954	24.162235	63.63	A5	9697.39	61.22	0.052	0.843	0.087	3.954	A1 IV  SrSiEu	good
J053744.37+400540.7	284212035	84.434908	40.094655	53.31	A5	8783.78	80.21	0.069	0.838	0.114	4.038	A5 IV  SrSiEu	good
J053750.23+280411.7	1204612077	84.4593076	28.0699292	374.83	A1	11511	25.46	0.014	0.834	0.031	3.857	B9 III-IV  Si	good
J053829.21+381434.1	286201119	84.62173	38.2428278	58.65	F0	7469.19	174.19	0.149	-0.632	0.248	4.164	kA0hA3mA7  SrSiEu	
J053847.86+263514.7	1204613084	84.6994534	26.5874258	105.07	A1	11586.5	35.29	0.028	0.672	0.049	3.67	B8 V	fair
J053904.58+185224.0	1048002091	84.7691214	18.8733522	85.56	A1	12528.2	40.01	0.033	0.896	0.056	3.763	B7 V  Si	vgood
J053930.56+281048.2	1204612122	84.8773748	28.180056	175.38	A1	11942.6	23.34	0.016	0.725	0.03	3.887	B9 IV  Si	vgood
J053939.48+263233.5	1204606027	84.9145279	26.5426565	279.11	A1							B9 III  Si	vgood
J054015.46+222642.6	547516054	85.0644383	22.4451719	78.35	F0							kA4hA7mF1  SiEu	
J054022.21+304959.6	948716110	85.0925497	30.8332319	239.02	A1	12555.5	17.98	0.01	0.748	0.022	3.808	B8 IV  Si	vgood
J054029.84+333930.6	1207112113	85.1243449	33.6585254	57.27	A1	11938.3	43.42	0.037	0.842	0.062	4.053	B8 IV-V  Si	vgood
J054039.19+382512.4	992707160	85.163319	38.420119	53.98	A1							A0 IV	vgood
J054049.70+384145.0	992708210	85.207098	38.695855	121.47	A1	11371	45.1	0.035	0.774	0.061	3.754	B9.5 III  Si	vgood
J054251.96+415118.9	1089707131	85.716504	41.855251	110.23	A1	10889.5	68.87	0.055	0.61	0.095	3.611	Unclassifiable	
J054317.60+190636.7	1048002144	85.8233639	19.1102042	78.27	A2	9873.56	89.11	0.074	0.785	0.125	3.633	B9 V  Si	vgood
J054539.35+144742.5	711214018	86.413996	14.7951419	121.81	A1	10387.1	64.58	0.05	0.675	0.088	3.623	A0 V  Si	fair
J054728.10+265909.9	948707144	86.8671006	26.9860853	89.51	A5	9400.6	56.22	0.046	0.549	0.078	3.747	A2 IV-V  SrSi	vgood
J054755.93+321919.0	806314165	86.9830737	32.3219455	102.68	A1	12118.3	25.11	0.02	0.583	0.035	4.017	B8 IV  Si	good
J054810.73+474937.7	191013079	87.044715	47.827152	56.46	A5	9607.74	44.75	0.038	0.683	0.064	4.202	A1 IV-V  SrSiEu	good
J054813.19+240333.7	434404126	87.0549939	24.0593683	128.44	A1							B4 III-IV	vgood
J054821.84+202936.9	1048008030	87.0910161	20.4935997	95.29	A1	9541.46	50.87	0.041	0.658	0.071	3.602	B9.5 V  Si	vgood
J054828.45+312918.2	806303084	87.1185556	31.4884092	128.48	A1	9315.7	48.51	0.037	0.266	0.066	3.541	kB9.5hA7mA5  Eu	
J054837.36+211558.1	194907200	87.15568	21.266148	73.41	A2	12023.3	41.09	0.035	0.767	0.058	4.022	B9 II-III  Si	vgood
J055022.58+310333.7	948712176	87.5940906	31.0593711	123.03	A1	9252.38	47.1	0.036	0.309	0.064	3.572	A0 IV-V  Si	vgood
J055124.31+190906.6	1048007240	87.8513076	19.1518385	189.72	A1	10408	27.21	0.018	0.307	0.035	3.648	Unclassifiable	
J055127.82+202016.5	803203166	87.865945	20.337934	58.78	A5	9294.75	73.41	0.063	0.877	0.104	3.75	A2 IV  SrSiEu	good
J055133.44+190156.3	330914031	87.889366	19.03231	70.83	F0							kA1hA5mA9  SiEu	
J055201.60+314531.4	806304154	88.0066978	31.7587411	81.14	A1	12670.8	54.17	0.045	0.908	0.076	4.187	B5 III	good
J055222.76+183450.2	99116238	88.094865	18.580635	73.01	A2							B7 II-III	vgood
J055227.34+192949.0	107905056	88.113929	19.496961	67.7	A2							B5 III-IV  Si	vgood
J055240.25+185745.6	643716102	88.1677089	18.9626894	77.77	F0	7469.54	37.15	0.031	-0.049	0.052	4.038	F0 V  (Sr)Eu	vgood
J055253.62+191323.5	1048007089	88.2234367	19.2232131	237.64	A1	10189.5	45.68	0.026	0.421	0.056	3.548	B9 IV-V  Si	vgood
J055312.64+261631.9	116216141	88.302678	26.275551	143.7	A1							B7 III-IV	vgood
J055326.56+215529.8	108011078	88.360698	21.924946	151.83	A1							Unclassifiable	
J055327.30+430356.9	124216115	88.363762	43.065815	91.47	A2							B6 IV	vgood
J055350.94+181838.1	271116149	88.46226	18.310584	52.69	A2	11812.2	47.25	0.041	0.982	0.067	3.874	B9.5 II-III  Si	vgood
J055400.04+204642.3	107804050	88.500184	20.778443	89.78	A2							B5 III	vgood
J055420.50+334129.0	27103124	88.585456	33.691414	118.6	F0							A8 mA4 metal weak	
J055537.89+212004.8	1048013018	88.9078981	21.3346803	77.03	A1	10751.4	30.96	0.026	0.619	0.044	3.814	A0 III  Si	good
J055542.01+144329.5	99101051	88.925049	14.724881	63.32	A5	8783.54	39.88	0.034	0.405	0.057	3.979	A6 V  SrSi	vgood
J055621.60+270625.7	732003018	89.0900172	27.1071658	62.32	A1							kA0hF1mG1	
J055624.30+120059.8	709904050	89.101283	12.016627	70.01	A2	10771.3	49.06	0.041	0.514	0.069	3.644	A8 II-III	fair
J055827.57+111205.0	34404103	89.614881	11.201389	141.36	A1	10669.5	23.26	0.017	0.092	0.031	3.971	B9 IV-V  Si	vgood
J055839.36+465833.5	426115133	89.6640361	46.9759828	193.43	A1	10204.4	74.64	0.048	0.633	0.095	3.917	A1 III-IV  SrSiEu	vgood
J055842.77+182602.6	330903010	89.678225	18.434063	76.51	A1	11797.8	139.1	0.116	0.854	0.196	4.298	A0 II  SrSiEu	vgood
J055911.84+171034.9	98809169	89.799346	17.176374	65.17	A7	8628.38	40.77	0.035	0.499	0.058	4.034	A9 V  SrSiEu	good
J055932.96+020507.0	647511054	89.8873422	2.0852914	58.77	F0							A9 V  SrSi	good
J055934.04+310925.0	102006225	89.891859	31.156955	53.72	A7	8779.58	48.35	0.042	0.453	0.069	4.129	F0 V  SrSi	good
J060022.31+292353.7	127809207	90.092971	29.398262	61.54	A2	11102	31.52	0.027	0.228	0.045	3.629	Unclassifiable	
J060052.78+202043.4	330915208	90.219918	20.345411	67.72	A1	10949.1	42.84	0.036	0.477	0.061	3.657	B9 III-IV  Si	vgood
J060119.63+365700.2	381408222	90.331813	36.950061	96.52	A1							A8 mB8 V Lam Boo	
J060122.65+352140.8	27111218	90.344412	35.361355	116.22	A2							B7 V  Si	vgood
J060124.15-022011.9	384909160	90.3506467	-2.3366578	277.87	A2	9458.73	24.89	0.014	0.195	0.031	3.506	B9 V  Si	vgood
J060149.57+380431.4	83008041	90.45655	38.075411	76.35	A1	10995.3	27.09	0.023	0.295	0.038	3.794	B8 V  Si	vgood
J060201.28+251618.3	1073116059	90.50537	25.271751	131.7	A2	9627.67	67.7	0.051	0.298	0.091	3.572	A0 IV-V  SrSi	vgood
J060242.58+143138.1	99107218	90.677442	14.52726	69.18	A7	8775.56	40.67	0.034	0.545	0.057	4.424	kA4hA6mA8  Si	
J060307.67+253100.4	1086016137	90.781989	25.516799	89.2	A1	11966.5	38.74	0.032	0.83	0.054	3.973	B8 V  Si	vgood
J060339.78+033827.2	697407176	90.91454417	3.64090333	263.78	A2	12307.5	129.45	0.072	0.671	0.16	4.193	B8 IV-V  Si	vgood
J060449.39+240450.1	617814136	91.2058292	24.0805889	673.32	A1							B4 V	vgood
J060504.84+254755.7	116312121	91.270202	25.798809	193.09	A2	11962.5	12.71	0.008	0.368	0.016	4.047	B8 IV-V	vgood
J060525.98+275404.6	732009128	91.3582836	27.9012875	117.02	A1	10848.1	23.39	0.018	0.11	0.032	3.829	B9 IV  Si	good
J060621.09+435314.5	378015053	91.58680639	43.8873625	271.27	A2	12288.9	14.06	0.008	0.444	0.017	3.883	Unclassifiable	
J060639.60+170934.3	330907201	91.665026	17.159545	81.08	A1							B9 V	vgood
J060641.05+200726.2	370603102	91.671077	20.123969	53.17	A5							kA1hA4mA8  SiEu	
J060645.14+254550.3	1086011183	91.688092	25.763981	98.88	A5							kA3hA5mA7  SiEu	
J060728.44+232547.7	552803071	91.8685	23.4299194	336.43	F0	7098.23	82.18	0.045	0.119	0.101	3.842	A9 mA5 metal weak	
J060728.44+232547.5	165603116	91.868515	23.429884	274.14	F0	7072.02	72.58	0.04	0.121	0.089	3.88	kA4hA5mF0  SiEu	
J060745.02+222838.1	760405198	91.9376162	22.4772616	209.03	A2							Unclassifiable	
J061011.44+231034.2	485104170	92.5476708	23.1761889	548.19	A1							B8 V	vgood
J061013.83+015636.9	491512051	92.557639	1.9436041	84.28	A1							B8 IV	vgood
J061018.87+052231.7	1188602160	92.5786363	5.3754993	71.47	A1	11626.1	47.63	0.04	0.899	0.067	3.771	B8 V  Si	good
J061040.41+351458.1	220503074	92.668403	35.249482	82.68	A1							B8 IV-V  Si	vgood
J061058.08+313618.2	758416228	92.7420153	31.6050594	73.97	A1							B7 III  Si	vgood
J061101.06+264328.3	648616172	92.7544318	26.7245495	58.1	A2	12100.9	39.36	0.034	0.986	0.056	3.89	B8 IV-V  Si	vgood
J061101.29+225015.2	966704155	92.755376	22.837565	167.86	A2	10513.3	51.67	0.036	0.647	0.067	3.623	A0 III-IV  SrSiEu	fair
J061113.87+401950.3	321714081	92.807802	40.330657	75.06	F0	7659.64	56.84	0.048	0.42	0.08	4.079	A9 V  SrSiEu	good
J061133.66+120207.4	203601136	92.890278	12.035404	85.26	A2							kB9hA1mA3  SiEu	
J061140.31+124704.0	618903110	92.917974	12.784457	116.67	A5	9445.34	80.71	0.063	0.653	0.11	3.901	A3 IV-V  SrSiEu	good
J061143.45+234849.9	966715187	92.931048	23.813869	65.66	A1	10178.9	62.03	0.053	0.604	0.088	3.615	B9 IV-V  Si	good
J061146.60+234555.8	760415115	92.9441785	23.765502	203.43	A1							B8 IV	vgood
J061201.34+052746.8	1171201145	93.0056156	5.4630275	178.05	A1							B9 III  Si	vgood
J061215.80+141005.5	203804221	93.065852	14.168215	175.93	A2	12183.6	17.22	0.012	0.489	0.022	4.005	Unclassifiable	
J061241.93+242028.0	617815136	93.1747239	24.3411178	71.04	A2	10752.9	45.93	0.039	0.549	0.065	4.053	A1 II-III  SrEu	vgood
J061244.67+255652.4	409914054	93.1861278	25.9479047	71.19	A5							A0 III-IV  Si	good
J061254.58+251207.5	204012012	93.227446	25.202108	66.94	F0	7398.28	73.35	0.062	0.104	0.104	3.622	kA4hA7mA9  Eu	
J061302.83+221647.3	645905101	93.261817	22.279814	55.99	A2	12061.9	43.91	0.038	0.655	0.063	4.097	B8 IV  Si	good
J061307.55+205517.3	730911008	93.2814739	20.9214758	89.03	F0	7531.44	71.37	0.059	0.192	0.1	3.799	kA6hA8mF0  SiEu	
J061307.55+205517.2	165701090	93.281481	20.921463	94.27	F0	7491.55	71.4	0.058	0.173	0.099	3.809	kA6hA8mF0  SiEu	
J061312.83+205629.4	615301010	93.3034825	20.9415064	102.16	F0	6870.73	84.87	0.068	-0.219	0.117	3.945	kA3hA4mA9  SiEu	
J061326.53+181812.9	844905162	93.3605539	18.3035997	110.38	A1							B7 V  Si	vgood
J061331.19+172301.1	844901058	93.3799958	17.3836603	79.73	A7							A2 IV  SrSi	good
J061412.15+264953.2	614316079	93.550655	26.8314575	84.8	F0							A9 V  SrSiEu	good
J061419.18+255452.0	648615180	93.5799322	25.9144522	80.31	A1	11878.8	29.39	0.024	0.725	0.041	4.08	Unclassifiable	
J061441.05+215851.7	399908113	93.6710667	21.981045	82.73	A5	8878.25	38.09	0.032	0.125	0.053	3.643	A1 IV-V  SrSi	vgood
J061451.00+360847.5	385315091	93.712506	36.146534	53.96	A5	9353.31	62.75	0.054	0.727	0.09	4.061	A1 IV  SrSiEu	good
J061506.44+081439.5	501911030	93.776845	8.2443082	78.47	A7	7198.99	204.82	0.171	-0.687	0.288	4.153	kA1hA2mA4  SiEu	
J061513.80+212855.3	794607108	93.8075305	21.4820458	100.17	A5	9456.08	72.6	0.059	0.504	0.1	3.77	A1 IV-V  SrSiEu	good
J061519.98+215839.6	697710058	93.8332594	21.9776747	100.34	A2							Unclassifiable	
J061525.73+094311.8	647604143	93.85721	9.7199633	420.28	A2	9731.9	46.19	0.025	0.528	0.057	3.541	B9 V	good
J061549.93+094829.4	1171212230	93.9580821	9.8081791	86.55	A1	11947.6	41.31	0.034	0.852	0.058	3.945	B9 III  Si	good
J061550.03+275939.0	758401134	93.9584586	27.9941683	117.67	A2	11827.5	33.91	0.026	0.762	0.046	3.924	kB9hA0mA2  SrSi	
J061550.98+105906.3	647615104	93.96349417	10.98449556	173.61	A2	12216.9	20.84	0.014	0.744	0.027	4.079	B7 IV-V  Si	vgood
J061604.33+291642.6	758404118	94.0180789	29.2785242	150.66	A2	12400.4	21.16	0.015	0.74	0.028	4.211	B5 IV-V	good
J061651.90+060122.1	1188607067	94.2162882	6.0228128	139.22	A1							F0 mB8 V Lam Boo	
J061707.63+150129.6	679513219	94.2818152	15.02489	335.31	A1	11958.9	23.08	0.013	0.912	0.028	3.974	kB7hF3mF5  Eu	
