DESIG,OBSID,RA,DEC,SN/g,SUBCLASS
LAMOST J040427.19+474536.5,177615197,61.113331,47.760147,88.47,Ap
LAMOST J004438.91+253744.9,55601125,11.16213,25.62916,98.9,K
LAMOST J061201.80+223809.7,486805114,93.007508,22.636031,70.94,M
LAMOST J054434.94+244044.5,434403151,86.145589,24.679049,81.34,Ap
LAMOST J063036.07+191550.2,733508216,97.650309,19.263953,104.28,Ap
LAMOST J044154.54+423021.8,295311074,70.47725,42.506056,114.61,B
LAMOST J230742.94+265511.4,4708121,346.928918,26.919855,88.63,F
LAMOST J150011.06+141523.2,442505114,225.046103,14.256448,100.47,M
LAMOST J102755.34+302447.4,14108069,156.980614,30.413168,55.74,G
LAMOST J043749.50+493320.8,379007143,69.456283,49.555799,112.69,B
LAMOST J055330.10+151106.8,99005238,88.375427,15.185224,70.15,Ap
LAMOST J113355.04+171843.9,393408125,173.479371,17.312216,59.7,M
LAMOST J162111.72+381536.3,50515054,245.298858,38.260085,82.74,K
LAMOST J054027.89+114934.5,476111181,85.116244,11.826265,89.18,M
LAMOST J014815.04+285659.8,14707179,27.062686,28.949955,51.68,G
LAMOST J232039.36+572231.4,392515167,350.164001,57.375411,73.71,B
LAMOST J105203.44+280810.7,15414020,163.014339,28.136324,53.1,G
LAMOST J065404.09+095209.1,396314119,103.517064,9.869219,69.5,B
LAMOST J004406.95+351704.9,15803058,11.028991,35.284701,61.76,G
LAMOST J220643.96+303553.6,603173,331.683194,30.598236,96.97,F
LAMOST J212658.92+485921.4,253210127,321.745533,48.989279,91.21,A
LAMOST J100928.31+251721.3,11402018,152.36799,25.289265,72.17,G
LAMOST J065014.01+152807.2,446207011,102.558382,15.468667,102.06,A
LAMOST J061331.78+245240.5,486311052,93.382431,24.877917,149.45,A
LAMOST J014116.51+455530.3,403803045,25.318832,45.925098,52.49,M
LAMOST J230818.34+562640.2,392514234,347.076434,56.444508,115.81,B
LAMOST J005518.28+032240.0,55114137,13.826172,3.377792,110,K
LAMOST J034001.55+423805.7,403903211,55.006461,42.634941,69.16,M
LAMOST J191442.40+403458.8,52516093,288.676708,40.583,75.79,K
LAMOST J054234.11+153421.6,393307052,85.64213,15.572693,84.43,A
LAMOST J204254.11+484131.5,361806105,310.725496,48.692106,194.82,B
LAMOST J062948.71+193858.9,274304091,97.452979,19.649704,91.33,Ap
LAMOST J235533.25+185434.1,54916023,358.888549,18.909494,51.27,K
LAMOST J040622.34+263934.9,1407215,61.593119,26.659696,72.22,F
LAMOST J035212.92+515040.0,409609106,58.053849,51.844471,57.95,A
LAMOST J005414.21+351126.0,15809017,13.559222,35.190565,61.27,G
LAMOST J192428.75+375858.6,52505134,291.119792,37.982972,127.9,K
LAMOST J172326.60+461902.8,334714052,260.860844,46.317454,188.9,B
LAMOST J221054.34+310912.6,615115,332.726451,31.153507,59.81,F
LAMOST J191715.52+394603.7,52514164,289.314708,39.767722,68.81,K
LAMOST J090231.60+310334.6,4203090,135.631671,31.059629,50.98,F
LAMOST J030726.78-073727.1,55406144,46.861615,-7.624215,114.66,K
LAMOST J131353.04+185350.2,49209139,198.47104,18.897278,185.52,K
LAMOST J080822.03+264703.1,2001220,122.09183,26.784212,76.94,F
LAMOST J223353.78+292006.9,1202096,338.474099,29.33527,75.45,F
LAMOST J061841.13+235522.8,486313244,94.67138,23.923014,145.18,A
LAMOST J072247.50+103035.3,446303191,110.69792,10.509806,59.61,M
LAMOST J091004.75+275921.1,15914155,137.519814,27.989202,92.36,G
LAMOST J040013.05+274051.4,1405152,60.054413,27.680947,63.21,F
LAMOST J172341.00+153528.1,240511113,260.92022,15.59115,124.33,Ap
LAMOST J060252.94+252959.6,204016129,90.720584,25.499889,55.34,Ap
LAMOST J043656.20+553455.4,377910248,69.232962,55.582077,325.59,B
LAMOST J055823.11-035236.4,384905056,89.596304,-3.876791,314.66,B
LAMOST J013844.73+375509.9,371003015,24.686416,37.919419,56.13,B
LAMOST J063249.91-013039.9,268915210,98.20799,-1.511103,76.63,B
LAMOST J004411.39+351500.7,15803067,11.047464,35.250222,62.68,G
LAMOST J040214.56+525235.0,354102214,60.560153,52.877315,199.42,B
LAMOST J065618.89+132441.9,392015223,104.07872,13.411657,129.45,B
LAMOST J061113.54+233521.5,483204049,92.80644,23.589313,149.39,A
LAMOST J195659.48+251659.7,461510222,299.247846,25.283261,78.36,A
LAMOST J021237.66+501915.2,165008060,33.156923,50.3209,67.23,Ap
LAMOST J194231.15+282555.3,469008080,295.629793,28.432032,316.03,Ap
LAMOST J154224.37-002019.5,51414158,235.60157,-0.338766,88.92,K
LAMOST J191213.07+392553.2,52414039,288.054496,39.431472,56.8,K
LAMOST J054030.96+080249.8,476101128,85.129014,8.047187,61.81,M
LAMOST J140242.00-010214.3,49313134,210.67503,-1.037328,108.11,K
LAMOST J062812.18+291349.7,915099,97.050787,29.230492,72.45,F
LAMOST J194226.30+281315.4,461308086,295.609611,28.220958,60.82,A
LAMOST J004209.82+334703.3,15802180,10.540957,33.784257,58.82,G
LAMOST J090150.78+493642.3,49003174,135.46159,49.611763,81.05,K
LAMOST J132654.71+301212.6,48703240,201.727973,30.203522,53.33,K
LAMOST J115807.30+584522.4,49613121,179.53044,58.756229,58.07,K
LAMOST J070754.35+121036.0,656302147,106.976464,12.176694,101.6,Ap
LAMOST J094139.96+310312.6,14015001,145.416524,31.053509,54.16,G
LAMOST J200118.52+301319.2,469505029,300.327173,30.222008,50.86,Ap
LAMOST J073521.31+115350.8,397015060,113.838333,11.897459,357.61,B
LAMOST J065512.15+123130.8,392015238,103.80064,12.525237,64.29,M
LAMOST J213605.29+532632.7,476604124,324.022049,53.442436,105.95,A
LAMOST J055247.48+075849.6,471404170,88.197851,7.980445,57,M
LAMOST J005240.94+265753.9,55606162,13.170618,26.96499,55.75,K
LAMOST J050320.42+432802.5,39306226,75.835106,43.467382,66.85,Ap
LAMOST J060209.92+343031.1,187215092,90.541356,34.508642,89.21,Ap
LAMOST J020738.34+560132.4,380809087,31.90978,56.025683,209.33,B
LAMOST J074542.13+290132.3,2714141,116.42558,29.025654,56.29,F
LAMOST J222238.69+005124.9,382504121,335.66121,0.856942,60.47,B
LAMOST J113343.32+291145.7,48605139,173.430534,29.196033,53.53,K
LAMOST J005701.68+261301.0,379505129,14.257032,26.216958,92.42,M
LAMOST J032946.48+552434.7,251108174,52.443673,55.409659,104.11,A
LAMOST J090059.80+511200.7,49116174,135.24919,51.200199,101,K
LAMOST J130914.72+182805.3,401810210,197.311373,18.468141,51.33,M
LAMOST J191608.88+404423.7,52416214,289.037,40.739917,77.04,K
LAMOST J085537.43+182024.1,48515129,133.90598,18.340052,127.02,K
LAMOST J150013.88+020225.4,441204169,225.057861,2.040412,57.86,M
LAMOST J164640.52+370604.8,51807007,251.667898,37.101344,90.34,K
LAMOST J034257.81+523015.1,26016244,55.74089,52.504211,78.47,Ap
LAMOST J064800.85+590115.4,440711101,102.003577,59.020954,143.56,A
LAMOST J235800.76+281200.4,1306177,359.503192,28.200123,82.87,F
LAMOST J171346.09+161106.2,51209234,258.442079,16.18506,122.64,K
LAMOST J055951.57+142840.1,271107007,89.964875,14.477833,80.42,B
LAMOST J095058.77+140346.6,430905061,147.744914,14.062969,184.62,A
LAMOST J071930.40+495207.6,439116037,109.87668,49.868787,63.05,M
LAMOST J011304.98+294354.7,7713058,18.270753,29.731865,52.06,F
LAMOST J014454.60+281313.3,14707045,26.227515,28.220385,59.28,G
LAMOST J035647.02+270724.8,1402248,59.195947,27.123583,72.15,F
LAMOST J051558.69+310914.7,209904122,78.994582,31.154092,57.31,Ap
LAMOST J095041.74+295504.1,18601069,147.67301,29.917814,63.79,G
LAMOST J235617.74+173411.9,55010249,359.073924,17.569982,76.47,K
LAMOST J191711.95+383436.1,52510207,289.2998,38.576703,55.35,K
LAMOST J160013.18+330618.4,435411091,240.054953,33.105126,57.48,M
LAMOST J231021.34+471701.7,469202046,347.588374,47.283815,411.8,Ap
LAMOST J171222.95+163513.9,51509187,258.094773,16.587208,55.7,K
LAMOST J060138.89+153443.6,643707087,90.412076,15.578803,58.29,Ap
LAMOST J031239.17+523955.0,16104221,48.16321,52.66528,60.12,G
LAMOST J040604.12+483218.7,400011233,61.517204,48.53855,51.94,A
LAMOST J052351.21+161246.5,374503159,80.963384,16.212919,82.62,M
LAMOST J091213.49+032521.1,424704145,138.056233,3.422537,71.87,M
LAMOST J062431.40+051129.3,699101174,96.130867,5.19149,82.92,Ap
LAMOST J082815.02+480245.0,48902026,127.06261,48.04584,57.05,K
LAMOST J040147.85+551001.3,354103218,60.449406,55.167031,102.96,B
LAMOST J032415.79+494533.2,393104012,51.065799,49.75923,56.83,Ap
LAMOST J004734.41+383247.6,1601177,11.893406,38.546566,50.07,F
LAMOST J194638.53+282917.4,469013068,296.660567,28.488191,341.46,A
LAMOST J091812.51+431536.0,417914172,139.552139,43.260027,51.44,M
LAMOST J061828.42+225820.8,486808087,94.618418,22.972455,796.2,A
LAMOST J040101.17+551109.8,354103104,60.25488,55.186073,148.38,B
LAMOST J101834.83+284837.5,11412066,154.64513,28.810421,129.14,G
LAMOST J234311.49+271559.3,1302127,355.797879,27.266495,60.74,F
LAMOST J064248.31+184951.8,43815144,100.70132,18.831067,67.82,Ap
LAMOST J061622.67+235857.5,486309197,94.094497,23.982657,141.24,A
LAMOST J154516.36+005648.9,51416148,236.31819,0.946938,127.9,K
LAMOST J065122.30-011422.3,265706076,102.842936,-1.239539,85.09,B
LAMOST J194310.43+462508.0,52212031,295.793479,46.418908,90.35,K
LAMOST J205050.67+290024.1,470505068,312.711152,29.006696,64.05,M
LAMOST J060327.27+240215.2,483214122,90.863658,24.037581,137.03,M
LAMOST J114919.29+594838.6,49511063,177.33041,59.810738,72.13,K
LAMOST J064917.96+110942.4,392010093,102.32485,11.161791,88.32,A
LAMOST J172036.05+142327.3,240515196,260.150226,14.390943,282.53,Ap
LAMOST J063402.44+225231.4,220002146,98.510202,22.875391,71.58,A
LAMOST J204343.33+345011.3,470908182,310.930577,34.83649,70.2,Ap
LAMOST J132346.97+380814.1,433208168,200.945748,38.137253,53.11,M
LAMOST J191519.12+405110.0,52516219,288.829667,40.852778,79.76,K
LAMOST J060754.58+221357.6,399905073,91.977456,22.23269,340.56,B
LAMOST J061632.42+203504.4,370609188,94.13511,20.584568,54.76,M
LAMOST J132122.02+305540.8,48714230,200.341773,30.92801,50.74,K
LAMOST J071741.24+442931.3,438005063,109.42187,44.492055,61.08,M
LAMOST J003535.33+421456.9,1616203,8.897236,42.249159,52.01,F
LAMOST J035911.39+493805.0,38405185,59.797491,49.634739,111.7,Ap
LAMOST J054430.36+094721.3,476108095,86.126506,9.789263,68.79,M
LAMOST J004902.46+345717.1,15804160,12.260285,34.954775,62.58,G
LAMOST J051348.04+283633.3,15510101,78.450182,28.609264,52.96,Ap
LAMOST J061403.61+233223.2,483204059,93.51506,23.53979,362.1,A
LAMOST J015609.83+070412.5,473507067,29.040996,7.070142,68.82,M
LAMOST J170822.59+170151.6,51215126,257.094134,17.031027,69.74,K
LAMOST J110821.54+293649.0,392409176,167.08975,29.613625,105,B
LAMOST J082557.60+143205.1,439608041,126.490026,14.534761,54.83,M
LAMOST J063445.63-022938.0,268904209,98.690162,-2.493905,83.95,Ap
LAMOST J031544.14+492545.0,393110019,48.933917,49.429178,72.65,A
LAMOST J214245.79+071702.4,369404183,325.690812,7.284019,137.88,M
LAMOST J110712.89+485106.6,385715001,166.803719,48.851843,100.22,M
LAMOST J140449.58-040913.2,449702171,211.206621,-4.153675,51.04,M
LAMOST J064651.27+103708.7,436505204,101.713634,10.6191,51.8,A
LAMOST J083457.95+513400.2,48911128,128.74147,51.56673,52.48,K
LAMOST J004221.85+405652.5,7004019,10.591045,40.94792,81.22,F
LAMOST J010641.64+041806.4,55112037,16.67351,4.30178,185.97,K
LAMOST J193048.35+480835.8,353807234,292.70148,48.14328,78.95,B
LAMOST J220856.85+010115.0,844208213,332.2369,1.020843,91.79,Ap
LAMOST J041956.39+510851.5,379003143,64.984997,51.147658,57.34,B
LAMOST J200332.50+350006.3,469807170,300.885423,35.00177,99.24,A
LAMOST J061039.19+213204.0,486301051,92.663323,21.534467,364.87,A
LAMOST J025141.98-021845.5,18105069,42.924954,-2.312652,50.05,G
LAMOST J170800.44+152231.6,51205159,257.001062,15.375448,146.7,K
LAMOST J061357.01+241645.0,483209121,93.487555,24.27917,108.16,A
LAMOST J054057.16+112628.7,476111064,85.238191,11.44133,63.99,M
LAMOST J061539.36+260640.2,409903122,93.91401,26.11117,280.78,A
LAMOST J061432.63+205927.8,483201178,93.635994,20.991056,84.89,A
LAMOST J055115.57+284931.8,212103093,87.814913,28.825522,58.28,A
LAMOST J110558.48+301459.3,14209096,166.493708,30.249825,85.29,G
LAMOST J005113.72+335032.3,15805139,12.807193,33.84233,51.64,G
LAMOST J041937.34+471341.5,400013042,64.905615,47.228221,52.49,B
LAMOST J015651.98+563014.6,380816070,29.216183,56.504483,67,B
LAMOST J060519.34+225943.3,204005055,91.33059,22.995362,59.53,Ap
LAMOST J094820.17+300018.0,18602242,147.084082,30.00502,54.43,G
LAMOST J063326.14-002544.2,268911143,98.35963,-0.428706,154.8,B
LAMOST J143406.31+300121.2,49803182,218.52632,30.022564,75.39,K
LAMOST J001005.46+181914.2,54913164,2.522768,18.320614,59.15,K
LAMOST J102512.17+295409.9,14108161,156.300725,29.902752,65.38,G
LAMOST J100140.46+304629.7,18606205,150.418593,30.774937,63.29,G
LAMOST J171508.50+143752.8,51207091,258.784783,14.631357,104.36,K
LAMOST J014100.34+574455.2,468911011,25.251439,57.748691,51.3,M
LAMOST J011620.24+560556.2,251015093,19.084024,56.098952,215.51,A
LAMOST J040416.58+264026.6,1407045,61.069096,26.674077,66.18,F
LAMOST J212107.36+084550.0,469614201,320.280681,8.763904,57.02,M
LAMOST J003924.73+353224.4,15814238,9.853049,35.540131,51.66,G
LAMOST J053211.75+502502.1,425701223,83.048981,50.417263,123.7,A
LAMOST J063836.87+272832.3,906181,99.653645,27.475644,71.58,F
LAMOST J053334.69+201553.8,279006148,83.394548,20.264967,92.31,Ap
LAMOST J065154.99+080825.0,29915154,102.97915,8.14028,101.71,Ap
LAMOST J010102.42+584013.7,469312092,15.260098,58.670499,315.24,A
LAMOST J094742.26+290732.7,14008140,146.92609,29.125759,72.01,G
LAMOST J025212.38+533240.6,685810159,43.051613,53.54462,373.99,Ap
LAMOST J011904.44+064448.9,476404026,19.768533,6.746943,87.93,M
LAMOST J085949.45+154130.3,48507122,134.95606,15.691771,84.83,K
LAMOST J213704.98+525537.9,476608163,324.270756,52.927208,83.12,A
LAMOST J054843.91+364329.1,381402042,87.182978,36.724756,61.3,Ap
LAMOST J205215.09+373400.1,373015205,313.06373,37.567013,174.65,B
LAMOST J090459.64+502503.7,49015197,136.24854,50.417713,237.77,K
LAMOST J102233.98+275723.0,11413122,155.641603,27.956394,59.39,G
LAMOST J063144.44+031528.5,442706111,97.935198,3.257938,71.31,A
LAMOST J074544.00+284839.5,2714222,116.43334,28.81098,67.19,F
LAMOST J041920.41+530457.5,535716237,64.835064,53.082648,120.47,Ap
LAMOST J042158.20+525355.9,379011001,65.492507,52.898883,57.28,B
LAMOST J030241.02+522003.1,206313015,45.670939,52.334209,73.58,Ap
LAMOST J155511.06+284155.7,51008030,238.79609,28.698814,61.72,K
LAMOST J204254.08+370706.4,373014009,310.725345,37.118445,112.76,B
LAMOST J004511.41+254808.8,55607049,11.297561,25.802472,92.67,K
LAMOST J015608.75+563935.2,380816249,29.035688,56.66022,408.26,B
LAMOST J035620.19+284934.7,1403056,59.084129,28.826326,108.68,F
LAMOST J051654.54+294857.2,15514095,79.227283,29.815901,68.37,G
LAMOST J020100.02+583505.6,2414062,30.2501,58.5849,60.43,F
LAMOST J164234.79+371450.2,51801175,250.643597,37.24729,50.35,K
LAMOST J062334.07+261931.7,409909040,95.891971,26.325473,165.6,A
LAMOST J063243.23+283526.2,909202,98.180133,28.590623,61.89,F
LAMOST J061812.71+100249.6,503616078,94.552992,10.047117,81.85,Ap
LAMOST J063609.68+264645.7,907069,99.04034,26.779378,62.71,F
LAMOST J035137.96+271925.6,1402160,57.908189,27.323789,59.66,F
LAMOST J095602.54+305322.6,18608005,149.010586,30.889626,50.44,G
LAMOST J032929.41+020319.8,388512236,52.372547,2.055518,61.49,M
LAMOST J224811.39+324213.9,1212192,342.047474,32.703876,59.92,F
LAMOST J061820.92+242948.9,486812158,94.587208,24.496939,130.25,A
LAMOST J061908.83+215749.7,399906112,94.786806,21.963819,97.26,A
LAMOST J205254.33+375751.7,373011194,313.226402,37.964373,194.68,B
LAMOST J063933.59+382004.2,293811146,99.889967,38.334526,195.11,Ap
LAMOST J171655.09+183502.7,448805074,259.229545,18.584088,55.98,M
LAMOST J225832.27+255713.8,4802201,344.634466,25.953842,50.06,F
LAMOST J042025.46+313518.1,211812039,65.106119,31.588376,86.48,A
LAMOST J025124.27-015128.8,18104187,42.851138,-1.85801,63.11,G
LAMOST J191328.81+400024.5,52514117,288.370083,40.006833,91.02,K
LAMOST J170648.90+174931.5,51211096,256.702493,17.825419,163.01,K
LAMOST J035906.41+512415.5,15113114,59.777552,51.404089,66.21,G
LAMOST J035403.75+293547.8,1414149,58.515645,29.596637,50.2,F
LAMOST J061033.22+041745.1,371515038,92.638418,4.295881,82.05,B
LAMOST J103335.38+305823.9,14113045,158.397446,30.973316,88.12,G
LAMOST J025859.51+524856.7,5006221,44.747982,52.815758,70.97,F
LAMOST J153556.98+513309.9,53205191,233.98744,51.552773,94.65,K
LAMOST J140345.00+092812.4,50804122,210.93751,9.470138,63.75,K
LAMOST J055445.39+204254.8,547513061,88.689143,20.715247,232.1,Ap
LAMOST J073522.05+545058.9,425911168,113.841135,54.849714,52.24,M
LAMOST J035030.12+500817.1,15004105,57.625514,50.138109,58.18,G
LAMOST J004427.22+253211.1,55601117,11.113442,25.536434,218.97,K
LAMOST J061628.23+231849.9,486309227,94.117633,23.313872,735.37,A
LAMOST J060729.99+174802.7,437302189,91.874962,17.800754,53.64,A
LAMOST J154927.40-011558.6,51404119,237.36417,-1.266301,52.31,K
LAMOST J191434.83+384812.1,52410073,288.645137,38.803383,62.85,K
LAMOST J230429.19+274827.5,4804119,346.121636,27.807659,82.9,F
LAMOST J095251.24+302531.7,18605140,148.213517,30.425484,66.81,G
LAMOST J012200.49+420203.6,396503187,20.502071,42.034348,58.06,M
LAMOST J064744.75+104840.8,436505100,101.936492,10.811334,298.28,A
LAMOST J053210.27+564215.7,308107141,83.042496,56.705047,135.64,B
LAMOST J075929.93+153533.7,18214069,119.874725,15.592717,52.89,G
LAMOST J065624.57+071640.8,615908144,104.10239,7.278002,106.25,Ap
LAMOST J235121.92+320247.0,14815072,357.841372,32.046398,54.11,G
LAMOST J064307.29+033827.0,385412197,100.780406,3.640853,104.48,A
LAMOST J004305.69+351137.0,16303074,10.773727,35.193616,75.27,G
LAMOST J043600.61+423940.0,420307229,69.002583,42.661112,92.15,A
LAMOST J061550.79+215355.0,486307113,93.96165,21.89863,299.49,A
LAMOST J070034.76+023512.8,368906249,105.144843,2.586903,345.37,B
LAMOST J021652.99+563056.5,15301125,34.2208,56.5157,56.58,Ap
LAMOST J012734.67+312735.9,15204089,21.894494,31.459984,72.95,G
LAMOST J065254.83+104832.6,436508211,103.228482,10.80906,192.46,A
LAMOST J004311.74+265417.5,55605121,10.79895,26.90487,53.47,K
LAMOST J031719.73+494646.1,523912227,49.332214,49.779481,58.87,Ap
LAMOST J101545.76+285617.5,11411055,153.940691,28.938202,56.3,G
LAMOST J070105.34+230257.0,108905033,105.27229,23.049167,81.17,Ap
LAMOST J064906.40+512423.6,117707046,102.2767,51.406559,272.79,Ap
LAMOST J230053.10+512325.9,361904044,345.221291,51.39053,301.86,B
LAMOST J231624.40+565300.9,392515060,349.101706,56.883609,72.03,Ap
LAMOST J055825.43-045038.9,384901065,89.60598,-4.844153,194.03,B
LAMOST J061935.31+113419.3,419314161,94.89714,11.57205,56.44,M
LAMOST J072241.29+104739.6,446303157,110.67208,10.794356,63.22,M
LAMOST J090644.53+481317.0,49005022,136.68555,48.221397,98.15,K
LAMOST J080805.82+050602.7,8405227,122.02426,5.100755,57.55,F
LAMOST J232657.94+303653.5,710209,351.741428,30.614872,55.52,F
LAMOST J233041.33+300350.1,705209,352.672212,30.063931,52.11,F
LAMOST J223230.34+293306.8,1202165,338.126428,29.551905,55.88,F
LAMOST J045317.58+535812.6,409707106,73.323283,53.970184,101.42,A
LAMOST J232005.56+271921.1,3915153,350.023178,27.322536,51.01,F
LAMOST J230119.70+282026.2,4704023,345.3321,28.340635,57.4,F
LAMOST J053438.64+165417.0,374412157,83.661014,16.904723,55.78,M
LAMOST J220639.33+010634.7,115230,331.663906,1.109653,51.69,F
LAMOST J065847.10+005843.6,368907241,104.696278,0.978797,194.37,Ap
LAMOST J064300.93+010428.8,385406232,100.753882,1.074693,137.96,A
LAMOST J005218.79+350850.4,16304067,13.078322,35.147342,60.26,G
LAMOST J054858.28+275631.3,732014229,87.242859,27.942042,51.11,Ap
LAMOST J112545.18+022151.0,436015212,171.438284,2.36418,71.38,M
LAMOST J221702.08+301112.1,608054,334.258702,30.186695,84.67,F
LAMOST J155423.13+284300.2,51004121,238.59639,28.716742,52.57,K
LAMOST J192824.24+404156.9,52914175,292.101,40.699139,51.47,K
LAMOST J020503.67+461551.9,306908165,31.265314,46.264437,276.77,B
LAMOST J050508.05+373055.6,362407171,76.283545,37.515446,96.36,B
LAMOST J052626.90+425132.2,243502153,81.612108,42.858946,200.74,Ap
LAMOST J060835.64+111107.4,647614133,92.148515,11.185411,212.02,Ap
LAMOST J052838.89+091526.2,278003174,82.162082,9.257299,250.79,Ap
LAMOST J053744.05+404339.5,286204217,84.433573,40.727639,88.75,B
LAMOST J055753.10+215612.4,108012128,89.471279,21.936794,57.84,Ap
LAMOST J061017.76+223419.9,486305055,92.574,22.5722,115.26,M
LAMOST J194123.37+444703.3,52209021,295.347404,44.784269,167.86,K
LAMOST J165236.71+395743.8,51813117,253.151727,39.962192,106.3,K
